TAIL_NUMBER,YEAR MANUFACTURED,MANUFACTURER,MODEL,NO-ENG,NO-SEATS
N603JB,2005,AIRBUS                        ,A320-232            ,2,200
N989AT,2001,BOEING                        ,717-200             ,2,100
N228PQ,2009,BOMBARDIER INC                ,CL-600-2D24         ,2,95
N613QX,    ,BOMBARDIER INC                ,CL-600-2C10         ,2,80
N73291,2004,BOEING                        ,737-824             ,2,149
N37267,2001,BOEING                        ,737-824             ,2,149
N38403,2001,BOEING                        ,737-924             ,2,191
N181UW,    ,AIRBUS INDUSTRIE              ,A321-211            ,2,199
N649AW,1998,AIRBUS INDUSTRIE              ,A320-232            ,2,200
N578UW,2014,AIRBUS INDUSTRIE              ,A321-231            ,2,379
N733UW,2000,AIRBUS INDUSTRIE              ,A319-112            ,2,179
N102UW,1998,AIRBUS INDUSTRIE              ,A320-214            ,2,182
N653AW,1999,AIRBUS INDUSTRIE              ,A320-232            ,2,200
N767UW,2000,AIRBUS INDUSTRIE              ,A319-112            ,2,179
N124DE,1987,BOEING                        ,767-332             ,2,330
N461UA,2000,AIRBUS INDUSTRIE              ,A320-232            ,2,200
N413UA,1994,AIRBUS INDUSTRIE              ,A320-232            ,2,200
N287AY,2013,AIRBUS                        ,A330-243            ,2,377
N580UW,2014,AIRBUS                        ,A321-231            ,2,379
N667UA,1998,BOEING                        ,767-322             ,2,330
N510UA,1990,BOEING                        ,757-222             ,2,178
N636VA,2008,AIRBUS                        ,A320-214            ,2,182
N633VA,2007,AIRBUS                        ,A320-214            ,2,182
N413WN,2001,BOEING                        ,737-7H4             ,2,140
N489WN,2004,BOEING                        ,737-7H4             ,2,140
N7714B,2004,BOEING                        ,737-76N             ,2,149
N734SA,1999,BOEING                        ,737-7H4             ,2,140
N404WN,2001,BOEING                        ,737-7H4             ,2,140
N41140,2000,BOEING                        ,757-224             ,2,178
N36469,2013,BOEING                        ,737-924ER           ,2,191
N794AA,    ,LEARJET INC                   ,60                  ,2,11
N559AA,1991,MCDONNELL DOUGLAS             ,DC-9-82(MD-82)      ,2,172
N768AS,1992,BOEING                        ,737-490             ,2,149
N568AS,2007,BOEING                        ,737-890             ,2,149
N323JB,2010,EMBRAER                       ,ERJ 190-100 IGW     ,2,20
N590JB,2004,AIRBUS                        ,A320-232            ,2,200
N624AG,1993,BOEING                        ,757-2Q8             ,2,178
N932DL,1989,MCDONNELL DOUGLAS AIRCRAFT CO ,MD-88               ,2,142
N942DN,1997,MCDONNELL DOUGLAS             ,MD-90-30            ,2,142
N935DL,1989,MCDONNELL DOUGLAS AIRCRAFT CO ,MD-88               ,2,142
N913DL,1988,MCDONNELL DOUGLAS AIRCRAFT CO ,MD-88               ,2,142
N825DN,2014,BOEING                        ,737-932ER           ,2,222
N14907,2001,EMBRAER                       ,EMB-145LR           ,2,55
N176PQ,2008,BOMBARDIER INC                ,CL-600-2D24         ,2,95
N614QX,2002,BOMBARDIER INC                ,CL-600-2C10         ,2,80
N979EV,2003,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N16147,2003,EMBRAER                       ,EMB-145XR           ,2,55
N393HA,2013,AIRBUS                        ,A330-243            ,2,377
N370HA,2014,AIRBUS                        ,A330-243            ,2,377
N939SW,2003,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N125SY,2014,EMBRAER S A                   ,ERJ 170-200 LR      ,2,88
N27152,2003,EMBRAER                       ,EMB-145XR           ,2,55
N716SK,2004,BOMBARDIER INC                ,CL-600-2C10         ,2,80
N39416,2008,BOEING                        ,737-924ER           ,2,191
N746UW,2000,AIRBUS INDUSTRIE              ,A319-112            ,2,179
N624AW,1989,AIRBUS INDUSTRIE              ,A320-231            ,2,182
N108UW,1999,AIRBUS INDUSTRIE              ,A320-214            ,2,182
N526VA,2008,AIRBUS                        ,A319-112            ,2,100
N7740A,2007,BOEING                        ,737-7BD             ,2,149
N378SW,1994,BOEING                        ,737-3H4             ,2,149
N355SW,1991,BOEING                        ,737-3H4             ,2,149
N288WN,2007,BOEING                        ,737-7H4             ,2,140
N282WN,2007,BOEING                        ,737-7H4             ,2,140
N353SW,1990,BOEING                        ,737-3H4             ,2,149
N484WN,2004,BOEING                        ,737-7H4             ,2,140
N14242,1999,BOEING                        ,737-824             ,2,149
N35271,2001,BOEING                        ,737-824             ,2,149
N969AT,2001,BOEING                        ,717-200             ,2,100
N370NB,2003,AIRBUS                        ,A319-114            ,2,145
N923EV,2003,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N809SK,2006,BOMBARDIER INC                ,CL-600-2D24         ,2,95
N762SK,2005,BOMBARDIER INC                ,CL-600-2C10         ,2,80
N956AT,2000,BOEING                        ,717-200             ,2,100
N665DN,1991,BOEING                        ,757-232             ,2,178
N75436,2009,BOEING                        ,737-924ER           ,2,191
N629BR,1998,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N713UW,1999,AIRBUS INDUSTRIE              ,A319-112            ,2,179
N14230,1999,BOEING                        ,737-824             ,2,149
N844VA,2011,AIRBUS                        ,A320-214            ,2,182
N200WN,2005,BOEING                        ,737-7H4             ,2,140
N209WN,2005,BOEING                        ,737-7H4             ,2,140
N963WN,2011,BOEING                        ,737-7H4             ,2,140
N8640D,2014,BOEING                        ,737-8H4             ,2,140
N8301J,2012,BOEING                        ,737-8H4             ,2,140
N949WN,2010,BOEING                        ,737-7H4             ,2,140
N616SW,1995,BOEING                        ,737-3H4             ,2,149
N425LV,2002,BOEING                        ,737-7H4             ,2,140
N14115,1995,BOEING                        ,757-224             ,2,178
N38727,1999,BOEING                        ,737-724             ,2,149
N760AS,1992,BOEING                        ,737-4Q8             ,2,149
N609AS,1999,BOEING                        ,737-790             ,2,151
N336NW,1992,AIRBUS INDUSTRIE              ,A320-212            ,2,182
N829DN,2014,BOEING                        ,737-932ER           ,2,222
N960DL,1990,MCDONNELL DOUGLAS AIRCRAFT CO ,MD-88               ,2,142
N927FR,2004,AIRBUS                        ,A319-112            ,2,100
N437SW,2001,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N609SK,2002,BOMBARDIER INC                ,CL-600-2C10         ,2,80
N14162,2004,EMBRAER                       ,EMB-145XR           ,2,55
N752EV,    ,BOMBARDIER INC                ,CL-600-2C10         ,2,80
N779UA,1996,BOEING                        ,777-222             ,2,400
N721UW,1999,AIRBUS INDUSTRIE              ,A319-112            ,2,179
N558UW,2012,AIRBUS                        ,A321-231            ,2,379
N626SW,1996,BOEING                        ,737-3H4             ,2,149
N8623F,2013,BOEING                        ,737-8H4             ,2,140
N500WR,2014,BOEING                        ,737-8H4             ,2,140
N8630B,2014,BOEING                        ,737-8H4             ,2,140
N966WN,2011,BOEING                        ,737-7H4             ,2,140
N8326F,2012,BOEING                        ,737-8H4             ,2,140
N446WN,2003,BOEING                        ,737-7H4             ,2,140
N712SW,1998,BOEING                        ,737-7H4             ,2,140
N546UW,2011,AIRBUS                        ,A321-231            ,2,379
N806AW,1999,AIRBUS INDUSTRIE              ,A319-132            ,2,179
N791AA,1979,BEECH                         ,A36                 ,1,6
N546AS,2005,BOEING                        ,737-890             ,2,149
N537AS,2012,BOEING                        ,737-890             ,2,149
N981DL,1991,MCDONNELL DOUGLAS AIRCRAFT CO ,MD-88               ,2,142
N688DL,1998,BOEING                        ,757-232             ,2,178
N302DQ,2008,BOEING                        ,737-732             ,2,149
N361NW,1998,AIRBUS INDUSTRIE              ,A320-212            ,2,182
N13553,2002,EMBRAER                       ,EMB-145LR           ,2,55
N21197,2006,EMBRAER                       ,EMB-145XR           ,2,55
N12530,2001,EMBRAER                       ,EMB-135LR           ,2,37
N392HA,2013,AIRBUS                        ,A330-243            ,2,377
N106SY,2014,EMBRAER S A                   ,ERJ 170-200 LR      ,2,88
N967SW,2003,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N795SK,2010,BOMBARDIER INC                ,CL-600-2C10         ,2,80
N14991,2000,EMBRAER                       ,EMB-145LR           ,2,55
N472CA,2002,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N410UA,1994,AIRBUS INDUSTRIE              ,A320-232            ,2,200
N13566,2002,EMBRAER                       ,EMB-145LR           ,2,55
N14905,2001,EMBRAER                       ,EMB-145LR           ,2,55
N824SK,2008,BOMBARDIER INC                ,CL-600-2D24         ,2,95
N212UA,2000,BOEING                        ,777-222             ,2,400
N112US,1999,AIRBUS INDUSTRIE              ,A320-214            ,2,182
N170US,2001,AIRBUS INDUSTRIE              ,A321-211            ,2,199
N192UW,2001,AIRBUS INDUSTRIE              ,A321-211            ,2,199
N948UW,2007,EMBRAER                       ,ERJ 190-100 IGW     ,2,20
N189UW,2001,AIRBUS INDUSTRIE              ,A321-211            ,2,199
N790SW,2000,BOEING                        ,737-7H4             ,2,140
N8603F,2012,BOEING                        ,737-8H4             ,2,140
N656SW,1997,BOEING                        ,737-3H4             ,2,149
N213WN,2005,BOEING                        ,737-7H4             ,2,140
N557WN,2000,BOEING                        ,737-790             ,2,151
N603SW,1995,BOEING                        ,737-3H4             ,2,149
N755SA,1999,BOEING                        ,737-7H4             ,2,140
N33203,2000,BOEING                        ,737-824             ,2,149
N764AS,1992,BOEING                        ,737-4Q8             ,2,149
N585AS,2007,BOEING                        ,737-890             ,2,149
N360NB,2003,AIRBUS                        ,A319-114            ,2,145
N146PQ,2007,BOMBARDIER INC                ,CL-600-2D24         ,2,95
N17196,2005,EMBRAER                       ,EMB-145XR           ,2,55
N806SK,2006,BOMBARDIER INC                ,CL-600-2D24         ,2,95
N11155,2004,EMBRAER                       ,EMB-145XR           ,2,55
N16178,2005,EMBRAER                       ,EMB-145XR           ,2,55
N760SK,2005,BOMBARDIER INC                ,CL-600-2C10         ,2,80
N13995,2000,EMBRAER                       ,EMB-145LR           ,2,55
N12528,    ,EMBRAER                       ,EMB-135LR           ,2,37
N123UW,2000,AIRBUS INDUSTRIE              ,A320-214            ,2,182
N837AW,2005,AIRBUS                        ,A319-132            ,2,179
N700GS,1997,BOEING                        ,737-7H4             ,2,140
N8628A,2014,BOEING                        ,737-8H4             ,2,140
N522SW,1992,BOEING                        ,737-5H4             ,2,149
N647AW,1997,AIRBUS INDUSTRIE              ,A320-232            ,2,200
N753EV,2004,BOMBARDIER INC                ,CL-600-2C10         ,2,80
N186PQ,2008,BOMBARDIER INC                ,CL-600-2D24         ,2,95
N16541,2001,EMBRAER                       ,EMB-145LR           ,2,55
N24128,2003,EMBRAER                       ,EMB-145XR           ,2,55
N69835,2014,BOEING                        ,737-924ER           ,2,191
N16217,1998,BOEING                        ,737-824             ,2,149
N559UW,2012,AIRBUS                        ,A321-231            ,2,379
N579UW,2014,AIRBUS INDUSTRIE              ,A321-231            ,2,379
N750UW,2000,AIRBUS INDUSTRIE              ,A319-112            ,2,179
N710UW,1999,AIRBUS INDUSTRIE              ,A319-112            ,2,179
N630VA,2007,AIRBUS                        ,A320-214            ,2,182
N836VA,2010,AIRBUS                        ,A320-214            ,2,182
N740SW,1998,BOEING                        ,737-7H4             ,2,140
N524SW,1992,BOEING                        ,737-5H4             ,2,149
N777QC,2000,BOEING                        ,737-7H4             ,2,140
N397SW,1995,BOEING                        ,737-3H4             ,2,149
N201LV,2005,BOEING                        ,737-7H4             ,2,140
N41135,1999,BOEING                        ,757-224             ,2,178
N14731,1999,BOEING                        ,737-724             ,2,149
N78001,1998,BOEING                        ,777-224             ,2,400
N383AA,1972,BEECH                         ,E-90                ,2,10
N789AA,2001,CIRRUS DESIGN CORP            ,SR22                ,1,4
N548AS,2005,BOEING                        ,737-890             ,2,149
N319US,1991,AIRBUS INDUSTRIE              ,A320-211            ,2,182
N953DL,1990,MCDONNELL DOUGLAS AIRCRAFT CO ,MD-88               ,2,142
N981AT,2002,BOEING                        ,717-200             ,2,100
N364NB,2003,AIRBUS                        ,A319-114            ,2,145
N995DL,1991,MCDONNELL DOUGLAS AIRCRAFT CO ,MD-88               ,2,142
N11539,2001,EMBRAER                       ,EMB-145LR           ,2,55
N390HA,2013,AIRBUS                        ,A330-243            ,2,377
N804SK,2006,BOMBARDIER INC                ,CL-600-2D24         ,2,95
N964SW,2003,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N595UA,1998,BOEING                        ,757-222             ,2,178
N996DL,1991,MCDONNELL DOUGLAS AIRCRAFT CO ,MD-88               ,2,142
N871AS,2001,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N840VA,2011,AIRBUS                        ,A320-214            ,2,182
N296WN,2007,BOEING                        ,737-7H4             ,2,140
N8328A,2012,BOEING                        ,737-8H4             ,2,140
N431WN,2002,BOEING                        ,737-7H4             ,2,140
N448WN,2003,BOEING                        ,737-7H4             ,2,140
N961WN,2011,BOEING                        ,737-7H4             ,2,140
N290WN,2007,BOEING                        ,737-7H4             ,2,140
N226WN,2005,BOEING                        ,737-7H4             ,2,140
N947WN,2010,BOEING                        ,737-7H4             ,2,140
N465WN,2004,BOEING                        ,737-7H4             ,2,140
N453WN,2004,BOEING                        ,737-7H4             ,2,140
N412WN,2001,BOEING                        ,737-7H4             ,2,140
N18119,1997,BOEING                        ,757-224             ,2,178
N945DL,1989,MCDONNELL DOUGLAS AIRCRAFT CO ,MD-88               ,2,142
N16911,2001,EMBRAER                       ,EMB-145LR           ,2,55
N12195,2005,EMBRAER                       ,EMB-145XR           ,2,55
N927SW,2002,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N607AT,2000,BOEING                        ,717-200             ,2,100
N549UW,2011,AIRBUS                        ,A321-231            ,2,379
N835VA,2010,AIRBUS                        ,A320-214            ,2,182
N389SW,1994,BOEING                        ,737-3H4             ,2,149
N760SW,2000,BOEING                        ,737-7H4             ,2,140
N8318F,2012,BOEING                        ,737-8H4             ,2,140
